327,327,273,342,256,488,0
328,328,274,346,256,488,0
329,329,274,350,257,489,0
330,330,275,354,257,489,0
331,331,275,355,258,490,0
332,332,277,357,257,489,0
333,333,279,358,255,487,0
334,334,281,359,252,484,0
335,335,283,360,250,482,0
336,336,284,361,247,479,0
337,337,284,361,245,477,0
338,338,284,362,242,474,0
339,339,284,363,240,472,0
340,340,284,364,238,470,0
341,341,284,364,237,469,0
342,342,283,362,239,471,0
343,343,281,356,242,474,0
344,344,279,350,247,479,0
345,345,277,345,251,482,0
346,346,276,342,254,485,0
347,347,277,343,257,488,0
348,348,278,345,259,490,0
349,349,281,349,261,493,0
350,350,284,353,263,495,0
351,351,287,356,263,495,0
352,352,292,361,262,494,0
353,353,300,368,260,493,0
354,354,308,375,257,490,0
355,355,317,384,255,488,0
356,356,325,391,254,487,0
357,357,334,405,257,490,0
358,358,343,417,259,492,0
359,359,351,429,260,492,0
360,360,356,436,261,493,0
361,361,360,440,261,493,0
362,362,361,441,259,491,0
363,363,363,443,255,487,0
364,364,364,443,249,481,0
365,365,364,442,243,475,0
366,366,365,443,238,470,0
367,367,364,443,232,464,0
368,368,362,444,227,459,0
369,369,359,444,221,453,0
370,370,356,443,217,449,0
371,371,352,440,216,448,0
372,372,347,435,216,448,0
373,373,340,427,218,450,0
374,374,331,417,222,454,0
375,375,321,406,225,457,0
376,376,310,394,229,461,0
377,377,298,381,233,465,0
378,378,287,369,237,469,0
379,379,275,356,240,472,0
380,380,263,344,242,474,0
381,381,253,333,243,475,0
382,382,242,322,241,473,0
383,383,231,311,236,468,0
384,384,220,300,230,462,0
385,385,211,291,225,457,0
386,386,202,282,223,455,0
387,387,196,276,224,456,0
388,388,190,270,225,457,0
389,389,185,265,227,459,0
390,390,180,260,228,460,0
391,391,175,255,229,461,0
392,392,170,250,230,462,0
393,393,163,243,230,462,0
394,394,157,237,230,462,0
395,395,153,233,230,462,0
396,396,151,231,231,463,0
397,397,152,232,234,466,0
398,398,154,234,241,473,0
399,399,157,237,248,480,0
400,400,160,240,254,486,0
401,401,162,242,257,489,0
402,402,164,244,256,488,0
403,403,166,246,255,488,0
404,404,168,248,252,485,0
405,405,170,250,249,482,0
406,406,172,252,246,479,0
407,407,174,254,242,476,0
408,408,176,256,237,471,0
409,409,178,258,233,467,0
410,410,179,259,229,464,0
411,411,181,261,225,460,0
412,412,182,262,221,456,0
413,413,183,263,218,453,0
414,414,184,264,215,451,0
415,415,184,264,214,450,0
416,416,185,265,213,449,0
417,417,185,265,215,450,0
418,418,184,264,219,454,0
419,419,184,264,223,457,0
420,420,184,264,227,460,0
421,421,184,264,228,460,0
422,422,182,262,228,460,0
423,423,180,260,228,461,0
424,424,178,258,227,460,0
425,425,175,255,226,459,0
426,426,172,252,225,458,0
427,427,167,247,221,455,0
428,428,162,242,217,452,0
429,429,159,239,213,449,0
430,430,156,236,209,446,0
431,431,155,235,205,443,0
432,432,155,235,201,440,0
433,433,155,235,196,437,0
434,434,155,235,192,435,0
435,435,155,235,188,433,0
436,436,155,235,187,433,0
437,437,155,235,189,436,0
438,438,156,236,195,443,0
439,439,157,237,202,451,0
440,440,159,239,209,459,0
441,441,159,239,214,465,0
442,442,160,240,218,469,0
443,443,160,240,222,474,0
444,444,161,242,226,479,0
445,445,161,242,229,483,0
446,446,161,242,230,484,0
447,447,161,242,230,485,0
448,448,160,241,229,485,0
449,449,158,239,228,484,0
450,450,157,239,227,484,0
451,451,155,237,225,482,0
452,452,154,236,221,479,0
453,453,152,234,214,472,0
454,454,151,233,206,465,0
455,455,149,232,198,457,0
456,456,149,232,192,452,0
457,457,149,232,188,448,0
458,458,151,234,184,444,0
459,459,152,235,180,440,0
460,460,153,236,177,438,0
461,461,154,237,176,437,0
462,462,155,238,178,439,0
463,463,155,238,183,445,0
464,464,156,239,189,451,0
465,465,156,239,195,457,0
466,466,156,238,200,462,0
467,467,155,237,204,466,0
468,468,152,234,209,471,0
469,469,149,231,214,475,0
470,470,145,226,217,478,0
471,471,142,223,218,479,0
472,472,139,220,216,477,0
473,473,136,216,213,476,0
474,474,133,213,208,472,0
475,475,131,211,204,470,0
476,476,128,208,202,468,0
477,477,126,205,203,469,0
478,478,124,203,204,468,0
479,479,122,201,205,468,0
480,480,121,200,206,467,0
481,481,121,200,208,469,0
482,482,121,200,209,471,0
483,483,122,201,210,473,0
484,484,124,203,211,476,0
485,485,125,204,212,479,0
486,486,127,206,214,482,0
487,487,129,208,215,482,0
488,488,131,210,217,482,0
489,489,133,212,218,481,0
490,490,135,214,219,481,0
491,491,136,215,221,482,0
492,492,136,215,222,483,0
493,493,136,215,223,485,0
494,494,136,215,223,487,0
495,495,136,215,224,489,0
496,496,136,215,226,491,0
497,497,138,217,229,492,0
498,498,139,218,232,494,0
499,499,140,219,234,495,0
500,500,142,221,236,497,0
501,501,143,222,236,497,0
502,502,144,223,235,497,0
503,503,144,223,234,499,0
504,504,145,224,232,500,0
505,505,146,225,230,500,0
506,506,147,226,230,501,0
507,507,148,227,230,501,0
508,508,150,229,231,501,0
509,509,152,231,232,501,0
510,510,154,233,233,501,0
511,511,156,235,234,501,0
512,512,157,236,234,501,0
513,513,159,238,235,501,0
514,514,161,240,236,501,0
515,515,163,242,237,501,0
516,516,165,244,238,501,0
517,517,167,246,239,502,0
518,518,169,248,240,502,0
519,519,171,250,241,503,0
520,520,173,252,241,502,0
521,521,175,254,241,502,0
522,522,178,257,241,502,0
523,523,181,260,241,502,0
524,524,184,263,241,502,0
525,525,188,267,241,501,0
526,526,191,269,240,500,0
527,527,195,273,240,500,0
528,528,199,277,239,499,0
529,529,204,282,238,498,0
530,530,207,285,236,496,0
531,531,209,286,235,495,0
532,532,211,288,233,493,0
533,533,212,289,232,491,0
534,534,212,289,230,489,0
535,535,213,290,229,488,0
536,536,213,290,227,486,0
537,537,213,289,226,485,0
538,538,211,287,224,482,0
539,539,209,285,222,480,0
540,540,207,283,221,479,0
541,541,205,281,221,478,0
542,542,202,278,221,476,0
543,543,197,273,222,474,0
544,544,192,268,223,471,0
545,545,187,263,225,470,0
546,546,183,259,225,468,0
547,547,178,254,225,469,0
548,548,174,250,224,469,0
549,549,169,245,223,470,0
550,550,165,241,223,471,0
551,551,160,236,223,471,0
552,552,155,231,223,471,0
553,553,149,225,224,472,0
554,554,143,219,225,472,0
555,555,136,212,227,473,0
556,556,130,206,229,473,0
557,557,124,200,230,473,0
558,558,118,194,232,473,0
559,559,113,189,234,474,0
560,560,109,185,234,473,0
561,561,106,182,235,473,0
562,562,104,180,235,472,0
563,563,102,178,235,471,0
564,564,100,176,235,470,0
565,565,99,175,234,468,0
566,566,97,173,234,467,0
567,567,95,171,232,464,0
568,568,93,169,231,462,0
569,569,92,168,230,460,0
570,570,91,167,230,460,0
571,571,90,166,230,459,0
572,572,91,167,231,459,0
573,573,91,167,233,461,0
574,574,92,168,235,462,0
575,575,93,169,238,464,0
576,576,94,170,239,465,0
577,577,95,171,240,465,0
578,578,97,173,241,465,0
579,579,100,176,242,466,0
580,580,102,178,242,465,0
581,581,104,180,243,465,0
582,582,105,181,242,463,0
583,583,106,182,242,462,0
584,584,107,183,241,460,0
585,585,108,184,240,457,0
586,586,108,184,239,455,0
587,587,107,183,238,454,0
588,588,105,181,237,452,0
589,589,101,177,236,450,0
590,590,97,173,235,449,0
591,591,94,170,234,447,0
592,592,90,166,233,445,0
593,593,86,162,232,443,0
594,594,83,159,232,442,0
595,595,80,156,231,441,0
596,596,79,155,230,440,0
597,597,79,155,229,440,0
598,598,79,155,228,442,0
599,599,80,156,226,444,0
600,600,80,156,225,446,0
601,601,81,157,224,446,0
602,602,82,158,226,447,0
603,603,84,159,229,448,0
604,604,86,160,233,449,0
605,605,88,161,237,451,0
606,606,91,163,240,451,0
607,607,93,164,242,451,0
608,608,96,166,243,449,0
609,609,99,169,245,449,0
610,610,103,172,246,448,0
611,611,105,173,248,448,0
612,612,108,174,250,448,0
613,613,111,175,254,450,0
614,614,114,175,257,451,0
615,615,116,175,260,453,0
616,616,117,175,261,453,0
617,617,116,176,259,452,0
618,618,113,175,253,450,0
619,619,109,175,246,447,0
620,620,106,174,240,444,0
621,621,103,172,236,441,0
622,622,102,171,234,439,0
623,623,101,170,233,437,0
624,624,100,169,232,435,0
625,625,99,167,231,433,0
626,626,97,165,230,432,0
627,627,95,162,227,428,0
628,628,93,160,222,422,0
629,629,90,156,217,416,0
630,630,87,153,213,411,0
631,631,84,149,211,409,0
632,632,81,146,213,411,0
633,633,78,142,218,416,0
634,634,75,139,223,422,0
635,635,72,135,227,426,0
636,636,70,133,229,429,0
637,637,67,129,227,428,0
638,638,64,126,226,429,0
639,639,62,123,226,430,0
640,640,61,122,226,431,0
641,641,60,121,226,431,0
642,642,60,121,228,433,0
643,643,60,121,233,438,0
644,644,60,121,239,444,0
645,645,60,121,245,450,0
646,646,60,121,247,452,0
647,647,61,122,247,452,0
648,648,63,124,246,451,0
649,649,65,126,244,449,0
650,650,68,129,243,448,0
651,651,70,131,241,446,0
652,652,73,133,239,444,0
653,653,76,133,235,440,0
654,654,80,135,231,436,0
655,655,83,135,227,432,0
656,656,86,137,226,431,0
657,657,89,141,227,432,0
658,658,92,147,230,435,0
659,659,95,152,233,438,0
660,660,98,158,236,441,0
661,661,99,160,237,442,0
662,662,101,161,237,442,0
663,663,103,163,237,442,0
664,664,104,164,236,441,0
665,665,105,164,235,440,0
666,666,105,163,234,439,0
667,667,105,163,234,439,0
668,668,105,162,233,438,0
669,669,104,161,233,438,0
670,670,104,160,233,438,0
671,671,104,160,232,437,0
672,672,104,160,231,436,0
673,673,104,161,230,435,0
674,674,104,161,229,434,0
675,675,103,160,228,433,0
676,676,103,161,228,433,0
677,677,102,160,228,433,0
678,678,98,157,227,432,0
679,679,93,152,227,432,0
680,680,88,148,227,432,0
681,681,83,144,227,432,0
682,682,79,140,229,436,0
683,683,74,136,234,445,0
684,684,69,132,240,456,0
685,685,64,128,246,466,0
686,686,60,125,250,472,0
687,687,55,121,253,474,0
688,688,50,117,256,476,0
689,689,46,114,258,476,0
690,690,43,111,260,477,0
691,691,41,109,261,478,0
692,692,43,111,260,477,0
693,693,47,115,257,475,0
694,694,53,120,254,474,0
695,695,60,126,251,473,0
696,696,66,132,248,472,0
697,697,72,137,246,472,0
698,698,78,143,244,472,0
699,699,85,149,242,472,0
700,700,91,155,241,474,0
701,701,97,161,239,474,0
702,702,104,167,237,474,0
703,703,110,173,234,473,0
704,704,117,180,232,472,0
705,705,122,184,231,473,0
706,706,127,189,230,473,0
707,707,131,196,234,478,0
708,708,134,202,237,483,0
709,709,138,209,239,486,0
710,710,141,213,241,489,0
711,711,144,218,242,491,0
712,712,146,220,242,493,0
713,713,149,224,241,494,0
714,714,151,226,241,495,0
715,715,153,229,240,496,0
716,716,156,232,240,497,0
717,717,158,235,240,498,0
718,718,161,238,241,500,0
719,719,163,240,242,502,0
720,720,166,243,242,502,0
721,721,168,245,243,504,0
722,722,171,248,243,505,0
723,723,174,251,243,505,0
724,724,177,254,243,506,0
725,725,179,256,243,506,0
726,726,180,257,243,507,0
727,727,180,258,242,508,0
728,728,179,257,240,507,0
729,729,179,258,237,506,0
730,730,178,257,235,506,0
731,731,178,257,233,505,0
732,732,178,257,231,504,0
733,733,179,258,230,503,0
734,734,180,259,229,502,0
735,735,181,260,229,503,0
736,736,182,260,229,503,0
737,737,183,261,229,501,0
738,738,184,262,231,500,0
739,739,185,263,233,498,0
740,740,185,263,234,496,0
741,741,186,263,235,496,0
742,742,184,262,234,496,0
743,743,181,261,233,497,0
744,744,177,259,231,498,0
745,745,174,258,229,500,0
746,746,173,258,228,502,0
747,747,173,258,228,506,0
748,748,173,258,228,510,0
749,749,174,259,227,513,0
750,750,174,258,227,517,0
751,751,175,259,227,520,0
752,752,175,260,227,523,0
753,753,176,261,228,526,0
754,754,176,262,229,529,0
755,755,176,263,229,530,0
756,756,177,265,230,533,0
757,757,178,267,230,534,0
758,758,179,268,230,536,0
759,759,180,270,230,537,0
760,760,181,272,230,539,0
761,761,181,272,230,540,0
762,762,181,273,229,541,0
763,763,181,273,229,543,0
764,764,181,274,228,544,0
765,765,180,273,227,546,0
766,766,180,273,226,547,0
767,767,179,273,225,549,0
768,768,179,273,224,550,0
769,769,178,273,223,552,0
770,770,177,272,222,553,0
771,771,177,272,220,553,0
772,772,176,271,219,555,0
773,773,176,272,219,556,0
774,774,176,272,218,557,0
775,775,175,271,217,557,0
776,776,175,271,217,558,0
777,777,176,270,218,559,0
778,778,177,270,218,560,0
779,779,179,271,219,561,0
780,780,181,273,221,564,0
781,781,183,274,222,565,0
782,782,186,277,224,567,0
783,783,190,281,227,570,0
784,784,195,287,231,574,0
785,785,199,291,233,576,0
786,786,203,295,235,578,0
787,787,205,297,233,576,0
788,788,208,300,229,572,0
789,789,211,303,223,566,0
790,790,212,304,217,560,0
791,791,213,305,211,554,0
792,792,213,305,204,547,0
793,793,212,304,195,538,0
794,794,211,303,186,529,0
795,795,211,303,180,523,0
796,796,210,302,177,520,0
797,797,210,302,178,521,0
798,798,210,302,179,522,0
799,799,210,302,181,524,0
800,800,211,302,183,526,0
801,801,211,302,185,528,0
802,802,210,301,192,532,0
803,803,208,300,203,538,0
804,804,206,298,216,544,0
805,805,202,295,227,549,0
806,806,199,292,231,549,0
807,807,195,288,230,547,0
808,808,188,281,227,543,0
809,809,181,274,223,538,0
810,810,175,268,218,533,0
811,811,172,265,214,528,0
812,812,170,263,210,524,0
813,813,169,262,205,518,0
814,814,168,261,201,514,0
815,815,167,260,197,509,0
816,816,167,259,195,507,0
817,817,168,260,194,505,0
818,818,171,263,192,503,0
819,819,174,266,192,502,0
820,820,177,268,191,501,0
821,821,179,270,191,500,0
822,822,180,272,192,500,0
823,823,181,273,194,501,0
824,824,182,275,197,503,0
825,825,183,276,201,506,0
826,826,184,278,203,507,0
827,827,186,281,206,509,0
828,828,188,283,208,510,0
829,829,190,286,210,511,0
830,830,192,288,212,513,0
831,831,194,291,214,514,0
832,832,196,292,214,515,0
833,833,197,293,215,516,0
834,834,199,294,216,519,0
835,835,200,295,216,520,0
836,836,202,296,216,521,0
837,837,203,296,213,519,0
838,838,205,298,205,512,0
839,839,207,299,195,503,0
840,840,209,301,186,495,0
841,841,212,303,183,492,0
842,842,216,307,184,492,0
843,843,221,313,187,491,0
844,844,226,318,192,492,0
845,845,230,322,196,493,0
846,846,232,325,201,496,0
847,847,231,324,207,502,0
848,848,229,323,213,508,0
849,849,227,322,218,513,0
850,850,225,321,222,517,0
851,851,223,320,223,518,0
852,852,220,318,223,518,0
853,853,216,316,223,517,0
854,854,212,314,222,515,0
855,855,209,312,222,515,0
856,856,207,310,222,514,0
857,857,208,310,223,515,0
858,858,210,309,224,516,0
859,859,212,308,225,517,0
860,860,214,307,225,517,0
861,861,215,306,226,518,0
862,862,216,307,226,519,0
863,863,217,309,226,520,0
864,864,217,309,225,520,0
865,865,218,310,225,522,0
866,866,218,310,225,524,0
867,867,216,309,225,525,0
868,868,212,305,225,528,0
869,869,208,301,225,530,0
870,870,203,297,224,531,0
871,871,200,294,224,534,0
872,872,198,292,223,535,0
873,873,196,291,221,535,0
874,874,195,290,219,536,0
875,875,193,288,217,536,0
876,876,191,287,215,536,0
877,877,188,284,214,537,0
878,878,183,279,214,538,0
879,879,178,274,213,539,0
880,880,173,269,212,539,0
881,881,172,268,211,538,0
882,882,172,268,211,538,0
883,883,172,268,210,537,0
884,884,172,268,209,536,0
885,885,172,268,209,536,0
886,886,172,268,208,535,0
887,887,173,269,207,534,0
888,888,173,269,207,534,0
889,889,173,269,207,534,0
890,890,173,269,206,533,0
891,891,173,269,206,533,0
892,892,172,268,207,534,0
893,893,171,267,207,534,0
894,894,170,266,208,535,0
895,895,168,264,209,536,0
896,896,168,264,210,537,0
897,897,168,264,211,538,0
898,898,169,265,212,539,0
899,899,170,266,213,540,0
900,900,170,266,214,541,0
901,901,170,266,214,541,0
902,902,170,266,214,541,0
903,903,170,266,214,541,0
904,904,170,266,214,541,0
905,905,170,266,214,541,0
906,906,170,266,214,541,0
907,907,170,266,214,541,0
908,908,170,266,214,541,0
909,909,170,266,214,541,0
910,910,170,266,214,541,0
911,911,170,266,214,541,0
912,912,169,265,214,541,0
913,913,169,265,215,542,0
914,914,169,265,215,542,0
915,915,168,264,215,542,0
916,916,168,264,215,542,0
917,917,167,263,215,542,0
918,918,166,262,216,543,0
919,919,165,261,216,543,0
920,920,165,261,216,543,0
921,921,164,260,217,544,0
922,922,163,259,217,544,0
923,923,162,258,217,544,0
924,924,161,257,218,545,0
925,925,161,257,218,545,0
926,926,161,257,218,545,0
927,927,161,257,218,545,0
928,928,161,257,218,545,0
929,929,165,261,218,545,0
930,930,173,269,218,545,0
931,931,177,273,218,545,0
932,932,175,271,219,546,0
933,933,171,267,220,547,0
934,934,166,262,222,549,0
935,935,162,258,225,552,0
936,936,160,256,227,554,0
937,937,162,258,230,557,0
938,938,166,262,233,560,0
939,939,170,266,235,562,0
940,940,174,270,238,565,0
941,941,176,272,239,566,0
942,942,175,271,238,565,0
943,943,173,269,236,563,0
944,944,170,266,234,561,0
945,945,167,263,230,557,0
946,946,164,260,227,554,0
947,947,162,258,222,549,0
948,948,161,257,218,545,0
949,949,162,258,211,539,0
950,950,163,259,203,532,0
951,951,165,261,196,525,0
952,952,167,263,192,521,0
953,953,170,266,188,517,0
954,954,174,270,184,513,0
955,955,176,272,182,511,0
956,956,177,273,181,510,0
957,957,178,274,181,510,0
958,958,178,274,182,511,0
959,959,179,275,183,512,0
960,960,179,275,184,513,0
961,961,179,275,186,514,0
962,962,179,275,188,516,0
963,963,179,275,191,519,0
964,964,180,276,194,522,0
965,965,180,276,198,526,0
966,966,180,276,202,530,0
967,967,180,276,206,533,0
968,968,180,276,211,538,0
969,969,180,278,230,535,0
970,970,180,281,260,526,0
971,971,180,282,275,519,0
972,972,180,282,275,519,0
973,973,180,282,274,519,0
974,974,179,281,273,520,0
975,975,179,280,272,521,0
976,976,179,280,271,522,0
977,977,179,280,269,523,0
978,978,179,279,265,525,0
979,979,179,279,261,528,0
980,980,179,278,256,531,0
981,981,179,278,253,536,0
982,982,179,277,249,540,0
983,983,179,277,246,547,0
984,984,179,276,243,554,0
985,985,179,276,241,559,0
986,986,179,276,239,560,0
987,987,178,275,239,560,0
988,988,176,273,238,559,0
989,989,173,270,238,559,0
990,990,171,268,238,559,0
991,991,170,267,238,559,0
992,992,169,265,238,558,0
993,993,169,265,238,557,0
994,994,169,265,238,556,0
995,995,169,265,238,556,0
996,996,169,265,238,556,0
997,997,169,265,238,555,0
998,998,169,265,237,554,0
999,999,169,265,237,555,0
